"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"66",0.0762602977855037,0.728569303985723,0.648445102602073,0.622583044124938,0.60215657847046,0.696573468173706,0.408125440189791,66,2,137.25,68.625,0
"67",0.229007633587786,0.828286734086853,0.738523376348635,0.891051065939514,0.795106922798115,0.754562760261749,0.322496941839345,67,1,188.79,188.79,0
"68",0.879827677424231,0.78372992266508,0.853649248995134,0.37010411502231,0.731315694092062,0.839238548483046,0.727842235978797,68,1,35.66,35.66,0
"69",0.379260826846043,0.999910767400357,0.989337846414216,0.675384234010907,1.00007249003262,0.933551457465794,0.208177336249398,69,1,200.21,200.21,0
"70",0.26203612727685,0.763741820345033,0.64353712714195,0.86824491819534,0.700398695179413,0.75772754312909,0.263001816362086,70,1,166.05,166.05,0
"71",0.137177839921397,0.765348007138608,0.708313941188915,0.597174020823004,0.664661109097499,0.756157049375372,0.619045853875524,71,1,411.49,411.49,0
"72",0.0429294837880735,0.86279000594884,0.861942035117411,0.952652454139812,0.773649873142443,0.579464604402142,0.162545872409831,72,1,425.17,425.17,0
"73",0.371627239059784,0.81888756692445,0.828601650095198,0.780118988596926,0.808952519028634,0.857560975609756,0.727842235978797,73,1,35.66,35.66,0
"74",0.620247902652861,0.779744199881023,0.818468373175375,0.45785820525533,0.70357013410656,0.815425342058299,0.322330133076324,74,2,399.3,199.65,0
"75",0.0548333459300129,0.825059488399762,0.82445525703406,0.976016360932077,0.769064878579195,0.668726948245092,0.152018386032546,75,2,264.6,132.3,0
"76",0.299977325976872,0.514187983343248,0.482081658557224,0.42290530490828,0.470025371511417,0.892314098750744,0.468621418245172,76,1,61.32,61.32,0
"77",0.400952308971355,0.818381915526472,0.772413793103448,0.719385225582548,0.796230518303733,0.780285544318858,0.366274974978686,77,1,122.19,122.19,0
"78",0.48673569647041,0.915883402736466,0.978548762428602,0.484072880515617,0.916654584994563,0.936835217132659,0.143437001890499,78,2,106.35,53.175,0
"79",0.11299221525206,0.841403926234384,0.861645864184472,0.904685176003966,0.791446176150779,0.719726353361095,0.12770137524558,79,1,83.43,83.43,0
"80",0.883304360970448,0.909726353361095,0.939750370213666,0.418195339613287,0.915694092062341,0.999976204640095,0.216517774400415,80,1,121.44,121.44,0
"81",0.326959413498602,0.976531826293873,0.975037021366617,0.62183936539415,0.960057992026096,0.926079714455681,0.208807502687475,81,1,166.05,166.05,0
"82",0.387952535711586,0.819214753123141,0.754135815527819,0.738720872583044,0.789488945270025,0.818334324806663,0.313340994180228,82,1,216.24,216.24,0
"83",0.351333988360668,0.839440809042237,0.881023905225301,0.618740704015865,0.817995650598043,0.890184414039262,0.207936390258368,83,2,705.98,352.99,0
"84",0.0397173305116771,0.790452111838192,0.797419081870108,0.855602379771939,0.720260964117434,0.600374776918501,0.264317752159247,84,2,977.93,488.965,0
"85",0.240344645151538,0.737626412849494,0.76441717791411,0.732151710461081,0.686263138818412,0.679083878643664,0.217963450346592,85,1,280.81,280.81,0
"86",0.153805456881566,0.996430696014277,0.945843029405543,0.701784828953892,0.957267125770207,0.86943486020226,0.148126181562071,86,1,115.58,115.58,0
"87",0.610838183054947,0.652528256989887,0.608673577321769,0.428235002478929,0.631424429140993,0.889411064842356,0.619045853875524,87,1,124.7,124.7,0
"88",0.321064167485451,0.842861392028554,0.773133065369156,0.808874566187407,0.798912649510692,0.743236168947055,0.322163324313304,88,1,235.07,235.07,0
"89",0.22243216688081,0.826308744794765,0.772879204569494,0.593455627169063,0.721275824574121,0.724610350981559,0.324331838232569,89,2,537.52,268.76,0
"90",0.071272012697453,0.826234384295062,0.789210916014385,0.728433316807139,0.716382747372236,0.672218917311124,0.540460392185936,90,1,49.42,49.42,0
"91",0.108532990703651,0.620166567519334,0.447535434736619,0.796479920674269,0.523432403044581,0.787489589530042,0.210568261852689,91,2,654.97,327.485,0
"92",0.132794195450079,0.849335712869324,0.74299414709823,0.63675425549496,0.718557448350852,0.588447352766211,0.315206781085122,92,3,1206.78,402.26,0
"93",0.39037109817852,0.957644259369423,0.939961920880051,0.655428854734755,0.939869517941283,0.945425342058299,0.12770137524558,93,1,61.32,61.32,0
"94",0.500642430655279,0.866032123735872,0.82678231436429,0.782473971244422,0.849474447263501,0.814860202260559,0.570226489231568,94,1,121.44,121.44,0
"95",0.180787544403295,0.802111838191553,0.733615400888513,0.775285076846802,0.759913011960855,0.774027364663891,0.341513140823665,95,1,109.71,109.71,0
"96",0.0416068324389691,0.748929208804283,0.638607996615189,0.655428854734755,0.6098948894527,0.703497917906008,0.156689031397116,96,2,798.33,399.165,0
"97",0.166238379563147,0.822531231409875,0.886820393484239,0.739960337134358,0.75349764407394,0.641820345032719,0.270600882233013,97,2,303.99,151.995,0
"98",0.481671831305268,0.810648423557406,0.808969748254707,0.531482399603371,0.708082638637187,0.724770969660916,0.697816658635134,98,1,188.79,188.79,0
"99",0.241176025999547,0.805502676977989,0.824412946900783,0.702032721864155,0.720333454150054,0.870612730517549,0.268413834006747,99,1,271.83,271.83,0
"100",0.380621268233694,0.61656751933373,0.48419716522107,0.596306395637085,0.547517216382747,0.871695419393218,1,100,1,280.81,280.81,0
